Commodity,Year,Attribute,Value
Corn sweeteners: Per capita availability adjusted for loss,2010,Per capita availability adjusted for loss-Lbs/year,38.85734
Corn sweeteners: Per capita availability adjusted for loss,2011,Per capita availability adjusted for loss-Lbs/year,37.44482707
Corn sweeteners: Per capita availability adjusted for loss,2012,Per capita availability adjusted for loss-Lbs/year,36.99718875
Corn sweeteners: Per capita availability adjusted for loss,2013,Per capita availability adjusted for loss-Lbs/year,35.55944804
Corn sweeteners: Per capita availability adjusted for loss,2014,Per capita availability adjusted for loss-Lbs/year,36.01375044
Corn sweeteners: Per capita availability adjusted for loss,2015,Per capita availability adjusted for loss-Lbs/year,35.34736791
Corn sweeteners: Per capita availability adjusted for loss,2016,Per capita availability adjusted for loss-Lbs/year,34.56399715
Corn sweeteners: Per capita availability adjusted for loss,2017,Per capita availability adjusted for loss-Lbs/year,34.41727065
Corn sweeteners: Per capita availability adjusted for loss,2018,Per capita availability adjusted for loss-Lbs/year,33.65836349
Corn sweeteners: Per capita availability adjusted for loss,2019,Per capita availability adjusted for loss-Lbs/year,33.02849578
Corn sweeteners: Per capita availability adjusted for loss,2020,Per capita availability adjusted for loss-Lbs/year,32.94740798
Corn sweeteners: Per capita availability adjusted for loss,2021,Per capita availability adjusted for loss-Lbs/year,32.5943973
Corn sweeteners: Per capita availability adjusted for loss,2022,Per capita availability adjusted for loss-Lbs/year,32.38854452
Corn sweeteners: Per capita availability adjusted for loss,2023,Per capita availability adjusted for loss-Lbs/year,31.14881452
Corn sweeteners: Per capita availability adjusted for loss,1970,Per capita availability adjusted for loss-Oz/day,0.40917432
Corn sweeteners: Per capita availability adjusted for loss,1971,Per capita availability adjusted for loss-Oz/day,0.429151438
Corn sweeteners: Per capita availability adjusted for loss,1972,Per capita availability adjusted for loss-Oz/day,0.457087136
Corn sweeteners: Per capita availability adjusted for loss,1973,Per capita availability adjusted for loss-Oz/day,0.508493143
Corn sweeteners: Per capita availability adjusted for loss,1974,Per capita availability adjusted for loss-Oz/day,0.544765834
Corn sweeteners: Per capita availability adjusted for loss,1975,Per capita availability adjusted for loss-Oz/day,0.599590528
Corn sweeteners: Per capita availability adjusted for loss,1976,Per capita availability adjusted for loss-Oz/day,0.649042679
Corn sweeteners: Per capita availability adjusted for loss,1977,Per capita availability adjusted for loss-Oz/day,0.702090038
Corn sweeteners: Per capita availability adjusted for loss,1978,Per capita availability adjusted for loss-Oz/day,0.730992764
Corn sweeteners: Per capita availability adjusted for loss,1979,Per capita availability adjusted for loss-Oz/day,0.818680302
Corn sweeteners: Per capita availability adjusted for loss,1980,Per capita availability adjusted for loss-Oz/day,0.909896232
Corn sweeteners: Per capita availability adjusted for loss,1981,Per capita availability adjusted for loss-Oz/day,1.007974624
Corn sweeteners: Per capita availability adjusted for loss,1982,Per capita availability adjusted for loss-Oz/day,1.100337516
Corn sweeteners: Per capita availability adjusted for loss,1983,Per capita availability adjusted for loss-Oz/day,1.225762086
Corn sweeteners: Per capita availability adjusted for loss,1984,Per capita availability adjusted for loss-Oz/day,1.385621227
Corn sweeteners: Per capita availability adjusted for loss,1985,Per capita availability adjusted for loss-Oz/day,1.600478703
Corn sweeteners: Per capita availability adjusted for loss,1986,Per capita availability adjusted for loss-Oz/day,1.618036697
Corn sweeteners: Per capita availability adjusted for loss,1987,Per capita availability adjusted for loss-Oz/day,1.678148078
Corn sweeteners: Per capita availability adjusted for loss,1988,Per capita availability adjusted for loss-Oz/day,1.722783679
Corn sweeteners: Per capita availability adjusted for loss,1989,Per capita availability adjusted for loss-Oz/day,1.662560918
Corn sweeteners: Per capita availability adjusted for loss,1990,Per capita availability adjusted for loss-Oz/day,1.720790126
Corn sweeteners: Per capita availability adjusted for loss,1991,Per capita availability adjusted for loss-Oz/day,1.750161715
Corn sweeteners: Per capita availability adjusted for loss,1992,Per capita availability adjusted for loss-Oz/day,1.800036206
Corn sweeteners: Per capita availability adjusted for loss,1993,Per capita availability adjusted for loss-Oz/day,1.882471495
Corn sweeteners: Per capita availability adjusted for loss,1994,Per capita availability adjusted for loss-Oz/day,1.956309722
Corn sweeteners: Per capita availability adjusted for loss,1995,Per capita availability adjusted for loss-Oz/day,2.024159028
Corn sweeteners: Per capita availability adjusted for loss,1996,Per capita availability adjusted for loss-Oz/day,2.062701003
Corn sweeteners: Per capita availability adjusted for loss,1997,Per capita availability adjusted for loss-Oz/day,2.156874305
Corn sweeteners: Per capita availability adjusted for loss,1998,Per capita availability adjusted for loss-Oz/day,2.190550591
Corn sweeteners: Per capita availability adjusted for loss,1999,Per capita availability adjusted for loss-Oz/day,2.206530373
Corn sweeteners: Per capita availability adjusted for loss,2000,Per capita availability adjusted for loss-Oz/day,2.15145344
Corn sweeteners: Per capita availability adjusted for loss,2001,Per capita availability adjusted for loss-Oz/day,2.125134869
Corn sweeteners: Per capita availability adjusted for loss,2002,Per capita availability adjusted for loss-Oz/day,2.134815356
Corn sweeteners: Per capita availability adjusted for loss,2003,Per capita availability adjusted for loss-Oz/day,2.078368159
Corn sweeteners: Per capita availability adjusted for loss,2004,Per capita availability adjusted for loss-Oz/day,2.070257825
Corn sweeteners: Per capita availability adjusted for loss,2005,Per capita availability adjusted for loss-Oz/day,2.043327621
Corn sweeteners: Per capita availability adjusted for loss,2006,Per capita availability adjusted for loss-Oz/day,1.98162992
Corn sweeteners: Per capita availability adjusted for loss,2007,Per capita availability adjusted for loss-Oz/day,1.916148566
Corn sweeteners: Per capita availability adjusted for loss,2008,Per capita availability adjusted for loss-Oz/day,1.818109597
Corn sweeteners: Per capita availability adjusted for loss,2009,Per capita availability adjusted for loss-Oz/day,1.736995786
Corn sweeteners: Per capita availability adjusted for loss,2010,Per capita availability adjusted for loss-Oz/day,1.703335452
Corn sweeteners: Per capita availability adjusted for loss,2011,Per capita availability adjusted for loss-Oz/day,1.641417077
Corn sweeteners: Per capita availability adjusted for loss,2012,Per capita availability adjusted for loss-Oz/day,1.621794575
Corn sweeteners: Per capita availability adjusted for loss,2013,Per capita availability adjusted for loss-Oz/day,1.558770325
Corn sweeteners: Per capita availability adjusted for loss,2014,Per capita availability adjusted for loss-Oz/day,1.578684951
Corn sweeteners: Per capita availability adjusted for loss,2015,Per capita availability adjusted for loss-Oz/day,1.549473662
Corn sweeteners: Per capita availability adjusted for loss,2016,Per capita availability adjusted for loss-Oz/day,1.515134122
Corn sweeteners: Per capita availability adjusted for loss,2017,Per capita availability adjusted for loss-Oz/day,1.508702275
Corn sweeteners: Per capita availability adjusted for loss,2018,Per capita availability adjusted for loss-Oz/day,1.475435112
Corn sweeteners: Per capita availability adjusted for loss,2019,Per capita availability adjusted for loss-Oz/day,1.447824472
Corn sweeteners: Per capita availability adjusted for loss,2020,Per capita availability adjusted for loss-Oz/day,1.444269939
Corn sweeteners: Per capita availability adjusted for loss,2021,Per capita availability adjusted for loss-Oz/day,1.428795498
Corn sweeteners: Per capita availability adjusted for loss,2022,Per capita availability adjusted for loss-Oz/day,1.419771815
Corn sweeteners: Per capita availability adjusted for loss,2023,Per capita availability adjusted for loss-Oz/day,1.365427486
Corn sweeteners: Per capita availability adjusted for loss,1970,Per capita availability adjusted for loss-G/day,11.59988739
Corn sweeteners: Per capita availability adjusted for loss,1971,Per capita availability adjusted for loss-G/day,12.1662287
Corn sweeteners: Per capita availability adjusted for loss,1972,Per capita availability adjusted for loss-G/day,12.95819177
Corn sweeteners: Per capita availability adjusted for loss,1973,Per capita availability adjusted for loss-G/day,14.41552635
Corn sweeteners: Per capita availability adjusted for loss,1974,Per capita availability adjusted for loss-G/day,15.44383902
Corn sweeteners: Per capita availability adjusted for loss,1975,Per capita availability adjusted for loss-G/day,16.99809168
Corn sweeteners: Per capita availability adjusted for loss,1976,Per capita availability adjusted for loss-G/day,18.40003544
Corn sweeteners: Per capita availability adjusted for loss,1977,Per capita availability adjusted for loss-G/day,19.90390154
Corn sweeteners: Per capita availability adjusted for loss,1978,Per capita availability adjusted for loss-G/day,20.72327935
Corn sweeteners: Per capita availability adjusted for loss,1979,Per capita availability adjusted for loss-G/day,23.20917721
Corn sweeteners: Per capita availability adjusted for loss,1980,Per capita availability adjusted for loss-G/day,25.79510324
Corn sweeteners: Per capita availability adjusted for loss,1981,Per capita availability adjusted for loss-G/day,28.57557661
Corn sweeteners: Per capita availability adjusted for loss,1982,Per capita availability adjusted for loss-G/day,31.1940184
Corn sweeteners: Per capita availability adjusted for loss,1983,Per capita availability adjusted for loss-G/day,34.74974225
Corn sweeteners: Per capita availability adjusted for loss,1984,Per capita availability adjusted for loss-G/day,39.28166898
Corn sweeteners: Per capita availability adjusted for loss,1985,Per capita availability adjusted for loss-G/day,45.37277099
Corn sweeteners: Per capita availability adjusted for loss,1986,Per capita availability adjusted for loss-G/day,45.87053135
Corn sweeteners: Per capita availability adjusted for loss,1987,Per capita availability adjusted for loss-G/day,47.57465894
Corn sweeteners: Per capita availability adjusted for loss,1988,Per capita availability adjusted for loss-G/day,48.8400559
Corn sweeteners: Per capita availability adjusted for loss,1989,Per capita availability adjusted for loss-G/day,47.13277075
Corn sweeteners: Per capita availability adjusted for loss,1990,Per capita availability adjusted for loss-G/day,48.78353968
Corn sweeteners: Per capita availability adjusted for loss,1991,Per capita availability adjusted for loss-G/day,49.61620954
Corn sweeteners: Per capita availability adjusted for loss,1992,Per capita availability adjusted for loss-G/day,51.03012643
Corn sweeteners: Per capita availability adjusted for loss,1993,Per capita availability adjusted for loss-G/day,53.36712564
Corn sweeteners: Per capita availability adjusted for loss,1994,Per capita availability adjusted for loss-G/day,55.46040246
Corn sweeteners: Per capita availability adjusted for loss,1995,Per capita availability adjusted for loss-G/day,57.38389636
Corn sweeteners: Per capita availability adjusted for loss,1996,Per capita availability adjusted for loss-G/day,58.47654207
Corn sweeteners: Per capita availability adjusted for loss,1997,Per capita availability adjusted for loss-G/day,61.14630811
Corn sweeteners: Per capita availability adjusted for loss,1998,Per capita availability adjusted for loss-G/day,62.10101398
Corn sweeteners: Per capita availability adjusted for loss,1999,Per capita availability adjusted for loss-G/day,62.55403281
Corn sweeteners: Per capita availability adjusted for loss,2000,Per capita availability adjusted for loss-G/day,60.99262929
Corn sweeteners: Per capita availability adjusted for loss,2001,Per capita availability adjusted for loss-G/day,60.24651096
Corn sweeteners: Per capita availability adjusted for loss,2002,Per capita availability adjusted for loss-G/day,60.52094792
Corn sweeteners: Per capita availability adjusted for loss,2003,Per capita availability adjusted for loss-G/day,58.92069812
Corn sweeteners: Per capita availability adjusted for loss,2004,Per capita availability adjusted for loss-G/day,58.69077421
Corn sweeteners: Per capita availability adjusted for loss,2005,Per capita availability adjusted for loss-G/day,57.9273164
Corn sweeteners: Per capita availability adjusted for loss,2006,Per capita availability adjusted for loss-G/day,56.17821741
Corn sweeteners: Per capita availability adjusted for loss,2007,Per capita availability adjusted for loss-G/day,54.32185378
Corn sweeteners: Per capita availability adjusted for loss,2008,Per capita availability adjusted for loss-G/day,51.54249803
Corn sweeteners: Per capita availability adjusted for loss,2009,Per capita availability adjusted for loss-G/day,49.24296202
Corn sweeteners: Per capita availability adjusted for loss,2010,Per capita availability adjusted for loss-G/day,48.28870839
